item_code,item_code_raw,item_name,category,section,severity_guide,check_content,check_purpose,security_threat,reference_note,target,criteria_safe,criteria_vuln,remediation,impact,detail,reference,page_start,page_end,guide_version
U-24,U-24,"사용자, 시스템 환경변수 파일 소유자 및 권한 설정",UNIX 서버,UNIX > 2. 파일 및 디렉토리 관리,상,홈 디렉터리 내의 환경변수 파일에 대한 소유자 및 접근 권한이 관리자 또는 해당 계정으로 설정 여부 점검,비인가자의 환경변수 조작으로 인한 보안 위험이 존재함,"홈 디렉터리 내의 사용자 파일 및 사용자별 시스템 시작 파일 등과 같은 환경변수 파일의 접근 권한
설정이 적절하지 않을 경우, 비인가자가 환경변수 파일을 변조하여 정상 사용 중인 사용자의 서비스가
제한될 수 있는 위험이 존재함","※ 환경변수 파일 종류: .profile, .kshrc, .cshrc, .bashrc, .bash_profile, .login, .exrc, .netrc 등","SOLARIS, LINUX, AIX, HP-UX 등","홈 디렉터리 환경변수 파일 소유자가 root 또는 해당 계정으로 지정되어 있고, 홈 디렉터리 환경변수 파일에 root 계정과 소유자만 쓰기 권한이 부여된 경우","홈 디렉터리 환경변수 파일 소유자가 root 또는 해당 계정으로 지정되지 않거나, 홈 디렉터리 환경변수 파일에 root 계정과 소유자 외에 쓰기 권한이 부여된 경우",환경변수 파일의 일반 사용자 쓰기 권한 제거하도록 설정,일반적인 경우 영향 없음,,,51,51,2026
U-25,U-25,world writable 파일 점검,UNIX 서버,UNIX > 2. 파일 및 디렉토리 관리,상,불필요한 world writable 파일 여부 점검,world writable 파일을 이용한 시스템 접근 및 악의적인 코드 실행을 방지하기 위함,"시스템 파일과 같은 중요 파일에 world writable이 적용될 경우, 일반 사용자 및 비인가자가 해당
파일을 임의로 수정, 제거할 위험이 존재함","※ world writable 파일: 모든 사용자에게 쓰기 권한이 부여된 파일
(예시 : -rwxrwxrwx root root <파일명>)","SOLARIS, LINUX, AIX, HP-UX 등","world writable 파일이 존재하지 않거나, 존재 시 설정 이유를 인지하고 있는 경우",world writable 파일이 존재하나 설정 이유를 인지하지 못하고 있는 경우,world writable 파일 존재 여부를 확인하고 불필요한 경우 제거하도록 설정,일반적인 경우 영향 없음,,,52,52,2026
U-26,U-26,/dev에 존재하지 않는 device 파일 점검,UNIX 서버,UNIX > 2. 파일 및 디렉토리 관리,상,허용할 호스트에 대한 접속 IP주소 제한 및 포트 제한 설정 여부 점검,허용한 호스트만 서비스를 사용하게 하여 서비스 취약점을 이용한 외부자 공격을 방지하기 위함,"공격자는 rootkit 설정 파일들을 서버 관리자가 쉽게 발견하지 못하도록 /dev 디렉터리에 device
파일인 것처럼 위장하는 수법을 사용하는 위험이 존재함","※ /dev 디렉터리: 논리적 장치 파일을 담고 있는 디렉터리이며 /devices 디렉터리에 있는 물리적
장치 파일에 대한 심볼릭 링크임. 예를 들어 rmt0를 rmto로 잘못 입력한 경우, rmto 파일이 새로
생성되는 것과 같이 디바이스 이름 입력 오류 시 root 파일 시스템이 에러를 일으킬 때까지 /dev
디렉터리에 계속해서 파일을 생성함
※ /dev 디렉터리 내 mqueue, shm 파일은 시스템에서 생성 또는 제거가 주기적으로 일어나므로 예외","SOLARIS, LINUX, AIX, HP-UX 등",/dev 디렉터리에 대한 파일 점검 후 존재하지 않는 device 파일을 제거한 경우,/dev 디렉터리에 대한 파일 미점검 또는 존재하지 않는 device 파일을 방치한 경우,"major, minor number를 가지지 않는 device 파일 제거하도록 설정",일반적인 경우 영향 없음,,,53,53,2026
U-27,U-27,"$HOME/.rhosts, hosts.equiv 사용 금지",UNIX 서버,UNIX > 2. 파일 및 디렉토리 관리,상,$HOME/.rhosts 및 /etc/hosts.equiv 파일에 대해 적절한 소유자 및 접근 권한 설정 여부 점검,r-command를 통한 별도의 인증 없는 관리자 권한 원격 접속을 차단하기 위함,"Ÿ r-command(rlogin, rsh 등)에 보안 설정이 적용되지 않을 경우, 원격지의 공격자가 관리자
권한으로 목표 시스템상 임의의 명령을 수행시킬 수 있으며, 명령어 원격실행을 통해 중요 정보유출
및 시스템 장애를 유발 또는 공격자의 백도어 등으로도 활용될 수 있는 위험이 존재함
Ÿ 해당 파일은 r-command 서비스의 접근통제에 관련된 파일이며, 권한 설정이 부적절한 경우
r-command 서비스 사용 권한을 임의로 등록하여 무단 사용 위험이 존재함","※ /etc/hosts.equiv: 서버 설정 파일
※ $HOME/.rhosts: 개별 사용자의 설정 파일
※ + +: 모든 호스트의 계정 신뢰
※ + <사용자 이름>: 모든 호스트의 해당 사용자 계정 신뢰
※ <호스트 이름> +: 해당 호스트의 모든 계정 신뢰","SOLARIS, LINUX, AIX, HP-UX 등","rlogin, rsh, rexec 서비스를 사용하지 않거나, 사용 시 아래와 같은 설정이 적용된 경우 1. /etc/hosts.equiv 및 $HOME/.rhosts 파일 소유자가 root 또는 해당 계정인 경우 2. /etc/hosts.equiv 및 $HOME/.rhosts 파일 권한이 600 이하인 경우 3. /etc/hosts.equiv 및 $HOME/.rhosts 파일 설정에 “+” 설정이 없는 경우","rlogin, rsh, rexec 서비스를 사용하며 아래와 같은 설정이 적용되지 않은 경우 1. /etc/hosts.equiv 및 $HOME/.rhosts 파일 소유자가 root 또는 해당 계정이 아닌 경우 2. /etc/hosts.equiv 및 $HOME/.rhosts 파일 권한이 600을 초과한 경우 3. /etc/hosts.equiv 및 $HOME/.rhosts 파일 설정에 “+” 설정이 존재하는 경우","/etc/hosts.equiv, $HOME/.rhosts 파일 소유자 및 권한 변경, 허용 호스트 및 계정 등록 설정",일반적인 경우 영향 없음,,,54,55,2026
U-28,U-28,접속 IP 및 포트 제한,UNIX 서버,UNIX > 2. 파일 및 디렉토리 관리,상,허용할 호스트에 대한 접속 IP주소 제한 및 포트 제한 설정 여부 점검,허용한 호스트만 서비스를 사용하게 하여 서비스 취약점을 이용한 외부자 공격을 방지하기 위함,"허용할 호스트에 대한 IP 및 포트 제한이 적용되지 않을 경우, Telnet, FTP 같은 보안에 취약한
네트워크 서비스를 통하여 불법적인 접근 및 시스템 침해사고가 발생할 수 있는 위험이 존재함","※ TCP Wrapper: 네트워크 서비스에 관련한 트래픽을 제어하고 모니터링할 수 있는 UNIX 기반의
방화벽 툴
※ IPFilter: 유닉스 계열에서 사용하는 공개형 방화벽 프로그램으로써 Packet Filter로 시스템 및
네트워크 보안에 아주 강력한 기능을 보유한 프로그램
※ IPtables: 리눅스 커널 방화벽이 제공하는 테이블들과 그것을 저장하는 체인, 규칙들을 구성할 수
있게 해주는 응용프로그램","SOLARIS, LINUX, AIX, HP-UX 등",접속을 허용할 특정 호스트에 대한 IP주소 및 포트 제한을 설정한 경우,접속을 허용할 특정 호스트에 대한 IP주소 및 포트 제한을 설정하지 않은 경우,"OS에 기본으로 제공하는 방화벽 애플리케이션이나 TCP Wrapper와 같은 호스트별 서비스 제한
애플리케이션을 사용하여 접근 허용 IP 등록 설정",허용되지 않은 IP는 서비스 사용이 불가함,,,56,60,2026
U-29,U-29,hosts.lpd 파일 소유자 및 권한 설정,UNIX 서버,UNIX > 2. 파일 및 디렉토리 관리,하,/etc/hosts.lpd 파일의 제거 및 권한 적절성 여부 점검,"비인가자의 임의적인 /etc/hosts.lpd 변조를 막기 위해 /etc/hosts.lpd 파일 제거 또는 소유자 및 권한
관리하기 위함","/etc/hosts.lpd 파일의 접근 권한이 적절하지 않을 경우, 비인가자가 /etc/hosts.lpd 파일을 수정하여
허용된 사용자의 서비스를 방해할 수 있으며, 호스트 정보를 획득할 수 있는 위험이 존재함","※ /etc/hosts.lpd 파일: 로컬 프린트 서비스를 사용할 수 있는 허가된 호스트(사용자) 정보를 담고
있는 파일 (hostname 또는 IP주소를 포함하고 있음)","SOLARIS, LINUX, AIX, HP-UX 등","/etc/hosts.lpd 파일이 존재하지 않거나, 불가피하게 사용 시 /etc/hosts.lpd 파일의 소유자가 root이고, 권한이 600 이하인 경우","/etc/hosts.lpd 파일이 존재하며, 파일의 소유자가 root가 아니거나, 권한이 600 이하가 아닌 경우",/etc/hosts.lpd 파일 제거 또는 /etc/hosts.lpd 파일 소유자 및 권한 변경 설정,일반적인 경우 영향 없음,,,61,61,2026
U-30,U-30,UMASK 설정 관리,UNIX 서버,UNIX > 2. 파일 및 디렉토리 관리,중,시스템 UMASK 값이 022 이상 설정 여부 점검,잘못 설정된 UMASK 값으로 인해 신규 파일에 대한 권한이 과도하게 부여되는 것을 방지하기 위함,"잘못 설정된 UMASK로 인해 파일 및 디렉터리 생성 시 과도한 권한이 부여되어 무단 액세스 및 데이터
유출의 위험이 존재함","※ UMASK: 파일 및 디렉터리 생성 시 기본 권한을 지정해 주는 명령어
※ 시스템 내에서 사용자가 새로 생성하는 파일의 접근 권한은 UMASK 값에 따라 정해지며, 계정의
환경설정 파일에 설정을 변경하면 사용자가 로그인한 후에도 변경된 UMASK 값을 적용받게 됨
※ Start Profile: /etc/profile, /etc/default/login, .cshrc, .kshrc, .bashrc, .login, .profile 등","SOLARIS, LINUX, AIX, HP-UX 등",UMASK 값이 022 이상으로 설정된 경우,UMASK 값이 022 미만으로 설정된 경우,설정 파일에 UMASK 값을 022로 설정,일반적인 경우 영향 없음,,,62,64,2026
U-31,U-31,홈디렉토리 소유자 및 권한 설정,UNIX 서버,UNIX > 2. 파일 및 디렉토리 관리,중,홈 디렉토리의 소유자 외 타 사용자가 해당 홈 디렉토리를 수정할 수 없도록 제한 설정 여부 점검,사용자 홈 디렉토리 내 설정 파일이 비인가자에 의한 변조를 방지하기 위함,홈 디렉토리 내 설정 파일 변조 시 정상적인 서비스 이용이 제한될 위험이 존재함,-,"SOLARIS, LINUX, AIX, HP-UX 등","홈 디렉토리 소유자가 해당 계정이고, 타 사용자 쓰기 권한이 제거된 경우","홈 디렉토리 소유자가 해당 계정이 아니거나, 타 사용자 쓰기 권한이 부여된 경우","사용자별 홈 디렉토리 소유주를 해당 계정으로 변경하고, 타 사용자의 쓰기 권한 제거하도록 설정
(/etc/passwd 파일에서 홈 디렉토리 확인, 사용자 홈 디렉토리 외 개별적으로 만들어 사용하는 사용자
디렉토리 존재 여부 확인하여 점검)",일반적인 경우 영향 없음,,,65,65,2026
U-32,U-32,홈 디렉토리로 지정한 디렉토리의 존재 관리,UNIX 서버,UNIX > 2. 파일 및 디렉토리 관리,중,사용자 계정과 홈 디렉토리의 일치 여부 점검,"/home 디렉토리 이외의 사용자의 홈 디렉토리 존재 여부를 점검하여 비인가자가 시스템 명령어의 무단
사용을 방지하기 위함","/etc/passwd 파일에 설정된 홈 디렉토리가 존재하지 않는 경우, 해당 계정으로 로그인 시 홈
디렉토리가 루트 디렉토리(/)로 할당되어 접근이 가능한 위험이 존재함","※ 홈 디렉토리: 사용자가 로그인한 후 작업을 수행하는 디렉토리
※ 일반 사용자의 홈 디렉토리 위치: /home/<user 명>","SOLARIS, LINUX, AIX, HP-UX 등",홈 디렉토리가 존재하지 않는 계정이 발견되지 않는 경우,홈 디렉토리가 존재하지 않는 계정이 발견된 경우,홈 디렉토리가 존재하지 않는 계정에 홈 디렉토리 설정 또는 계정 제거하도록 설정,일반적인 경우 영향 없음,,,66,66,2026
U-33,U-33,숨겨진 파일 및 디렉토리 검색 및 제거,UNIX 서버,UNIX > 2. 파일 및 디렉토리 관리,하,숨겨진 파일 및 디렉토리 내 의심스러운 파일 존재 여부 점검,"숨겨진 파일 및 디렉토리 중 의심스러운 내용은 정상 사용자가 아닌 공격자에 의해 생성되었을 가능성이
높으므로 이를 제거하여 보안 위협을 방지하기 위함","숨겨진 파일 및 디렉토리를 방치할 경우, 비인가자가 생성한 악성 파일 또는 백도어 등을 탐지하지 못할
위험이 존재함",-,"SOLARIS, LINUX, AIX, HP-UX 등",불필요하거나 의심스러운 숨겨진 파일 및 디렉토리를 제거한 경우,불필요하거나 의심스러운 숨겨진 파일 및 디렉토리를 제거하지 않은 경우,ls -al 명령어로 숨겨진 파일 존재 파악 후 불법적이거나 의심스러운 파일을 제거하도록 설정,일반적인 경우 영향 없음,,,67,67,2026
U-34,U-34,Finger 서비스 비활성화,UNIX 서버,UNIX > 3. 서비스 관리,상,Finger 서비스 비활성화 여부 점검,"Finger 서비스를 통해 네트워크 외부에서 해당 시스템에 등록된 사용자 정보를 확인할 수 있어
비인가자에게 사용자 정보가 조회되는 것을 방지하기 위함","Finger 서비스가 활성화되어 있을 경우, 비인가자가 Finger 서비스를 사용하여 사용자 정보를 조회한
후 비밀번호 공격을 통해 계정을 탈취할 위험이 존재함","※ Finger(사용자 정보 확인 서비스): who 명령어가 현재 사용 중인 사용자들에 대한 간단한 정보만을
보여주는 데 반해 Finger 명령은 옵션에 따른 시스템에 등록된 사용자뿐만 아니라 네트워크를
통하여 연결되어 있는 다른 시스템에 등록된 사용자들에 대한 자세한 정보를 보여줌","SOLARIS, LINUX, AIX, HP-UX 등",Finger 서비스가 비활성화된 경우,Finger 서비스가 활성화된 경우,Finger 서비스 비활성화 설정,일반적인 경우 영향 없음,,,68,69,2026
U-35,U-35,공유 서비스에 대한 익명 접근 제한 설정,UNIX 서버,UNIX > 3. 서비스 관리,상,공유 서비스의 익명 접근 제한 설정 여부 점검,공유 서비스의 익명 접근을 제한하여 중요 정보의 노출을 방지하기 위함,"공유 서비스의 익명 접근을 허용할 경우, 비인가자의 무단 접근으로 인한 중요 정보 탈취 또는 변조,
악성 코드 유포 등의 위험이 존재함","※ 익명 접속이 허용된 서버에 익명 사용자에 대해 쓰기 권한이 부여되어 있는 경우, 정상 파일에 대해
변조가 가능하므로 공개된 디렉터리 내 중요 데이터 여부를 주기적으로 확인해야 함
※ 공유 서비스를 사용하지 않는 경우 양호 또는 N/A","SOLARIS, LINUX, AIX, HP-UX 등",공유 서비스에 대해 익명 접근을 제한한 경우,공유 서비스에 대해 익명 접근을 허용한 경우,공유 서비스의 익명 접근 제한 설정,일반적인 경우 영향 없음,,,70,76,2026
